"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2015-12","21","U","0",",U",,,,,,,,,"6",",U","31",",U","17",",U","0",",U","0",",U","-6",",U,28,",,,,,,,"45",",U,10,","3532","U","1415",",U",,,,,"19.4",",U","29.1",",,,U","9.6",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-01","0","U","0",",U",,,,,,,,,"8",",U","31",",U","27",",U","0",",U","0",",U","-10",",U,02,",,,,,,,"48",",U,30,","5032","U","1500",",U",,,,,"16.6",",U","26.5",",,,U","6.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-02","0","U","0","2,U",,,,,,,,,"4","2,U","27","2,U","10","2,U","0","2,U","0","2,U","-12","2,U,04,",,,,,,,"48","2,U,26,","6151","U","1119","2,U",,,,,"23.6","2,U","34.5","2,,,U","12.6","2,,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-03","0","U","0",",U",,,,,,,,,"0",",U","31",",U","4",",U","0",",U","0",",U","11",",U,27,",,,,,,,"58",",U,11,","7191","U","1040",",U",,,,,"31.5",",U","42.1",",,,U","20.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-04","0","U","0",",U",,,,,,,,,"0",",U","25",",U","0",",U","0",",U","0",",U","12",",U,01,",,,,,,,"65",",U,22,","7971","U","780",",U",,,,,"39.0",",U","50.5",",,,U","27.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-07",,,"17","3,U",,,,,,,,,"0","3,U","0","3,U","0","3,U","28","3,U","0","3,U","43","3,U,12,",,,,,,,"86","3,U,28,","39","U","39","3,U",,,,,"64.2","3,U","79.0","3,,,U","49.5","3,,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-08",,,"6",",U",,,,,,,,,"0",",U","0",",U","0",",U","22",",U","0",",U","39",",U,30,",,,,,,,"84",",U,03,","230","U","191",",U",,,,,"59.0",",U","72.5",",,,U","45.6",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-09",,,"0",",U",,,,,,,,,"0",",U","3",",U","0",",U","15",",U","0",",U","28",",U,24,+",,,,,,,"76",",U,19,","555","U","324",",U",,,,,"54.2",",U","67.9",",,,U","40.5",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-10",,,"0",",U",,,,,,,,,"0",",U","13",",U","0",",U","0",",U","0",",U","22",",U,07,",,,,,,,"68",",U,15,","1119","U","564",",U",,,,,"46.8",",U","60.2",",,,U","33.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-11",,,"0",",U",,,,,,,,,"0",",U","26",",U","4",",U","0",",U","0",",U","4",",U,30,",,,,,,,"62",",U,15,","2020","U","901",",U",,,,,"35.0",",U","46.8",",,,U","23.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2016-12",,,"0","2,U",,,,,,,,,"6","1,U","30","1,U","19","1,U","0","1,U","0","1,U","-7","1,U,19,",,,,,,,"43","1,U,15,","3339","U","1319","1,U",,,,,"19.5","2,U","28.8","1,,,U","10.2","1,,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-01","0","U","0",",U",,,,,,,,,"5",",U","31",",U","24",",U","0",",U","0",",U","-12",",U,28,",,,,,,,"39",",U,23,","4783","U","1443",",U",,,,,"18.4",",U","26.7",",,,U","10.2",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-02","0","U","0",",U",,,,,,,,,"0",",U","28",",U","7",",U","0",",U","0",",U","2",",U,25,",,,,,,,"50",",U,21,","5829","U","1046",",U",,,,,"27.6",",U","36.5",",,,U","18.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-03","0","U","0",",U",,,,,,,,,"0",",U","28",",U","4",",U","0",",U","0",",U","2",",U,02,",,,,,,,"60",",U,18,","6763","U","934",",U",,,,,"34.9",",U","46.3",",,,U","23.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-04","0","U","0",",U",,,,,,,,,"0",",U","22",",U","1",",U","0",",U","0",",U","12",",U,05,",,,,,,,"67",",U,18,","7548","U","785",",U",,,,,"38.8",",U","50.6",",,,U","27.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-05","0","U","0",",U",,,,,,,,,"0",",U","12",",U","0",",U","1",",U","0",",U","24",",U,19,+",,,,,,,"71",",U,05,","8103","U","555",",U",,,,,"47.1",",U","60.2",",,,U","34.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-06","9","U","9",",U",,,,,,,,,"0",",U","0",",U","0",",U","27",",U","0",",U","36",",U,14,",,,,,,,"84",",U,20,","8222","U","119",",U",,,,,"61.3",",U","76.3",",,,U","46.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-07","22","U","13",",U",,,,,,,,,"0",",U","0",",U","0",",U","29",",U","0",",U","41",",U,01,",,,,,,,"85",",U,10,","69","U","69",",U",,,,,"63.2",",U","77.4",",,,U","49.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-08","22","U","0",",U",,,,,,,,,"0",",U","0",",U","0",",U","25",",U","0",",U","41",",U,25,",,,,,,,"81",",U,28,","221","U","152",",U",,,,,"60.1",",U","74.0",",,,U","46.2",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-09","22","U","0",",U",,,,,,,,,"0",",U","3",",U","0",",U","16",",U","0",",U","26",",U,25,",,,,,,,"81",",U,03,","525","U","304",",U",,,,,"54.9",",U","68.3",",,,U","41.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-10","22","U","0",",U",,,,,,,,,"0",",U","22",",U","0",",U","1",",U","0",",U","19",",U,15,",,,,,,,"70",",U,04,","1178","U","653",",U",,,,,"43.9",",U","57.8",",,,U","30.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-11","22","U","0",",U",,,,,,,,,"0",",U","27",",U","3",",U","0",",U","0",",U","7",",U,19,",,,,,,,"58",",U,27,+","2022","U","844",",U",,,,,"36.9",",U","48.0",",,,U","25.7",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2017-12","22","U","0",",U",,,,,,,,,"1",",U","31",",U","8",",U","0",",U","0",",U","0",",U,07,",,,,,,,"50",",U,30,","3201","U","1180",",U",,,,,"26.9",",U","38.2",",,,U","15.7",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-01","0","U","0",",U",,,,,,,,,"1",",U","31",",U","7",",U","0",",U","0",",U","-1",",U,27,",,,,,,,"48",",U,20,","4455","U","1254",",U",,,,,"24.5",",U","36.5",",,,U","12.6",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-02","0","U","0",",U",,,,,,,,,"1",",U","28",",U","7",",U","0",",U","0",",U","-3",",U,21,",,,,,,,"46",",U,18,+","5565","U","1109",",U",,,,,"25.4",",U","35.7",",,,U","15.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-03","0","U","0",",U",,,,,,,,,"0",",U","31",",U","1",",U","0",",U","0",",U","7",",U,05,",,,,,,,"57",",U,31,","6546","U","981",",U",,,,,"33.3",",U","45.6",",,,U","21.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-04","0","U","0",",U",,,,,,,,,"0",",U","21",",U","1",",U","0",",U","0",",U","14",",U,18,",,,,,,,"67",",U,27,","7261","U","714",",U",,,,,"41.2",",U","54.0",",,,U","28.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-05","0","U","0",",U",,,,,,,,,"0",",U","4",",U","0",",U","12",",U","0",",U","28",",U,03,",,,,,,,"79",",U,25,","7648","U","387",",U",,,,,"52.5",",U","67.0",",,,U","38.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-06","11","U","11",",U",,,,,,,,,"0",",U","0",",U","0",",U","27",",U","0",",U","34",",U,04,",,,,,,,"86",",U,27,","7749","U","101",",U",,,,,"62.0",",U","76.9",",,,U","47.1",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-07","52","U","40",",U",,,,,,,,,"0",",U","0",",U","0",",U","31",",U","0",",U","43",",U,29,",,,,,,,"87",",U,19,","18","U","18",",U",,,,,"65.7",",U","81.1",",,,U","50.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-08","61","U","9",",U",,,,,,,,,"0",",U","0",",U","0",",U","30",",U","0",",U","42",",U,27,",,,,,,,"83",",U,14,+","103","U","85",",U",,,,,"62.5",",U","77.4",",,,U","47.7",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-09","61","U","0",",U",,,,,,,,,"0",",U","0",",U","0",",U","23",",U","0",",U","35",",U,27,",,,,,,,"79",",U,14,","331","U","228",",U",,,,,"57.4",",U","72.0",",,,U","42.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-10","61","U","0",",U",,,,,,,,,"0",",U","21",",U","0",",U","0",",U","0",",U","18",",U,15,",,,,,,,"69",",U,03,","1036","U","705",",U",,,,,"42.3",",U","53.2",",,,U","31.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-11","61","U","0",",U",,,,,,,,,"0",",U","30",",U","7",",U","0",",U","0",",U","1",",U,26,",,,,,,,"47",",U,02,","2218","U","1181",",U",,,,,"25.6",",U","36.4",",,,U","14.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2018-12","61","U","0",",U",,,,,,,,,"2",",U","31",",U","24",",U","0",",U","0",",U","-2",",U,30,+",,,,,,,"41",",U,25,","3676","U","1458",",U",,,,,"18.0",",U","27.2",",,,U","8.7",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-01","0","U","0",",U",,,,,,,,,"5",",U","31",",U","27",",U","0",",U","0",",U","-6",",U,02,",,,,,,,"46",",U,17,","5137","U","1460",",U",,,,,"17.9",",U","27.8",",,,U","8.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-02","0","U","0",",U",,,,,,,,,"4",",U","28",",U","15",",U","0",",U","0",",U","-9",",U,08,",,,,,,,"45",",U,28,","6408","U","1271",",U",,,,,"19.6",",U","30.2",",,,U","9.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-03","0","U","0",",U",,,,,,,,,"0",",U","31",",U","6",",U","0",",U","0",",U","7",",U,16,",,,,,,,"58",",U,28,","7509","U","1101",",U",,,,,"29.5",",U","39.6",",,,U","19.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-04","0","U","0",",U",,,,,,,,,"0",",U","24",",U","1",",U","0",",U","0",",U","17",",U,11,",,,,,,,"62",",U,25,+","8278","U","768",",U",,,,,"39.4",",U","50.3",",,,U","28.5",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-05","0","U","0",",U",,,,,,,,,"0",",U","25",",U","0",",U","0",",U","0",",U","24",",U,24,",,,,,,,"67",",U,16,","8979","U","701",",U",,,,,"42.4",",U","54.8",",,,U","30.0",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-06","0","U","0",",U",,,,,,,,,"0",",U","1",",U","0",",U","14",",U","0",",U","31",",U,23,",,,,,,,"80",",U,27,","9270","U","292",",U",,,,,"55.3",",U","68.8",",,,U","41.8",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-07","9","U","9",",U",,,,,,,,,"0",",U","0",",U","0",",U","30",",U","0",",U","43",",U,09,+",,,,,,,"83",",U,22,+","65","U","65",",U",,,,,"63.2",",U","78.1",",,,U","48.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-08","12","U","4",",U",,,,,,,,,"0",",U","0",",U","0",",U","30",",U","0",",U","44",",U,23,",,,,,,,"83",",U,06,","127","U","62",",U",,,,,"63.1",",U","77.6",",,,U","48.6",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-09","19","U","7",",U",,,,,,,,,"0",",U","1",",U","0",",U","22",",U","0",",U","32",",U,22,",,,,,,,"84",",U,01,","333","U","206",",U",,,,,"58.3",",U","72.4",",,,U","44.3",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-10","19","U","0","2,U",,,,,,,,,"2","1,U","25","1,U","3","1,U","2","1,U","0","1,U","-5","1,U,31,",,,,,,,"70","1,U,04,+","1120","U","787","1,U",,,,,"37.8","2,U","52.6","1,,,U","23.0","1,,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-11","19","U","0",",U",,,,,,,,,"0",",U","29",",U","5",",U","0",",U","0",",U","3",",U,27,",,,,,,,"53",",U,19,+","2139","U","1018",",U",,,,,"31.0",",U","42.2",",,,U","19.9",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2019-12","19","U","0",",U",,,,,,,,,"6",",U","31",",U","20",",U","0",",U","0",",U","-9",",U,31,+",,,,,,,"42",",U,24,","3578","U","1439",",U",,,,,"18.6",",U","27.9",",,,U","9.2",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2020-01","0","U","0",",U",,,,,,,,,"2",",U","31",",U","26",",U","0",",U","0",",U","-2",",U,11,",,,,,,,"41",",U,26,","5013","U","1435",",U",,,,,"18.7",",U","28.0",",,,U","9.4",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2020-02","0","U","0",",U",,,,,,,,,"4",",U","29",",U","13",",U","0",",U","0",",U","-9",",U,05,",,,,,,,"47",",U,08,","6278","U","1265",",U",,,,,"21.4",",U","32.2",",,,U","10.6",",,,U"
"USR0000CNEE","NEEDLE CREEK COLORADO, CO US","38.3894","-106.5303","2712.7","2020-03","0","U","0",",U",,,,,,,,,"0",",U","31",",U","1",",U","0",",U","0",",U","13",",U,29,",,,,,,,"53",",U,26,","7243","U","965",",U",,,,,"33.9",",U","44.7",",,,U","23.1",",,,U"
