,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
38,,41.4,53.2,29.7,IA,2016,March,corn
39,2.19,48.3,59.8,36.8,IA,2016,April,corn
40,5.92,57.2,68.7,45.7,IA,2016,May,corn
41,4.09,71.7,82.8,60.5,IA,2016,June,corn
42,7.8,71.5,80.5,62.4,IA,2016,July,corn
43,9.06,69.6,78.5,60.7,IA,2016,August,corn
44,7.59,,,,IA,2016,September,corn
45,1.93,52.9,64.3,41.5,IA,2016,October,corn
46,1.53,43.7,55.3,32.1,IA,2016,November,corn
47,2.19,21.1,29.5,12.8,IA,2016,December,corn
48,1.74,21.8,28.2,15.5,IA,2017,January,corn
49,1.06,31.7,42.2,21.3,IA,2017,February,corn
50,2.8,33.7,42.6,24.8,IA,2017,March,corn
51,3.15,49.4,59.6,39.1,IA,2017,April,corn
52,5.56,58.0,69.5,46.5,IA,2017,May,corn
53,4.54,69.8,81.5,58.2,IA,2017,June,corn
54,1.1,73.1,83.5,62.7,IA,2017,July,corn
55,5.28,,,,IA,2017,August,corn
56,2.26,65.4,77.1,53.7,IA,2017,September,corn
57,6.84,51.1,61.4,40.7,IA,2017,October,corn
58,0.2,34.0,44.1,23.9,IA,2017,November,corn
59,0.42,24.1,33.8,14.4,IA,2017,December,corn
60,1.46,13.4,22.4,4.5,IA,2018,January,corn
61,2.37,16.0,25.9,6.1,IA,2018,February,corn
62,2.22,32.3,39.9,24.7,IA,2018,March,corn
63,4.8,37.2,48.5,25.9,IA,2018,April,corn
64,5.27,65.9,77.2,54.6,IA,2018,May,corn
65,7.08,71.9,81.2,62.6,IA,2018,June,corn
66,,,,,IA,2018,July,corn
67,15.15,69.1,78.3,60.0,IA,2018,August,corn
68,5.56,63.4,73.0,53.9,IA,2018,September,corn
69,3.89,,,36.5,IA,2018,October,corn
70,1.3,29.1,37.1,21.1,IA,2018,November,corn
71,2.43,26.1,32.8,19.3,IA,2018,December,corn
72,0.97,16.2,24.9,7.4,IA,2019,January,corn
73,2.5,11.5,20.9,2.0,IA,2019,February,corn
74,2.66,28.5,37.5,19.5,IA,2019,March,corn
75,3.48,47.0,58.9,35.2,IA,2019,April,corn
76,6.61,,,,IA,2019,May,corn
77,4.1,68.2,78.2,58.2,IA,2019,June,corn
78,5.76,72.8,81.8,63.8,IA,2019,July,corn
79,2.5,67.5,77.0,57.9,IA,2019,August,corn
80,4.98,66.2,74.8,57.5,IA,2019,September,corn
81,5.48,45.3,55.0,35.5,IA,2019,October,corn
82,1.05,31.3,39.2,23.4,IA,2019,November,corn
83,1.43,26.6,35.6,17.6,IA,2019,December,corn
84,1.7,19.9,27.4,12.4,IA,2020,January,corn
85,0.66,,,,IA,2020,February,corn
86,3.67,38.2,47.8,28.6,IA,2020,March,corn
87,0.98,45.4,58.0,32.9,IA,2020,April,corn
88,4.37,57.2,66.8,47.7,IA,2020,May,corn
89,3.0,72.0,82.5,61.4,IA,2020,June,corn
90,2.43,74.1,84.9,63.3,IA,2020,July,corn
91,1.86,72.3,83.8,60.9,IA,2020,August,corn
92,3.29,60.8,72.1,49.5,IA,2020,September,corn
93,1.46,44.1,54.8,33.4,IA,2020,October,corn
94,2.0,40.4,52.2,28.5,IA,2020,November,corn
95,0.6,25.0,35.5,14.5,IA,2020,December,corn
96,1.11,,31.0,,IA,2021,January,corn
97,0.95,12.0,20.5,3.6,IA,2021,February,corn
98,2.86,40.6,51.2,29.9,IA,2021,March,corn
99,0.6,48.3,60.3,36.3,IA,2021,April,corn
100,4.8,58.5,68.9,48.2,IA,2021,May,corn
101,3.68,73.1,86.0,60.2,IA,2021,June,corn
102,3.09,72.5,83.3,61.8,IA,2021,July,corn
103,4.32,71.2,82.3,60.2,IA,2021,August,corn
104,2.1,64.3,76.9,51.7,IA,2021,September,corn
105,5.04,53.7,64.3,43.0,IA,2021,October,corn
106,0.85,37.7,48.2,27.1,IA,2021,November,corn
107,0.56,29.4,39.4,19.5,IA,2021,December,corn
108,1.03,12.1,25.8,-1.7,IA,2022,January,corn
109,0.22,17.6,29.8,5.4,IA,2022,February,corn
110,1.52,34.9,45.8,24.1,IA,2022,March,corn
111,2.82,41.2,52.6,29.7,IA,2022,April,corn
112,3.39,59.9,71.2,48.6,IA,2022,May,corn
113,3.43,70.6,81.5,59.6,IA,2022,June,corn
114,3.28,73.3,83.9,62.8,IA,2022,July,corn
115,3.36,70.4,81.2,59.6,IA,2022,August,corn
116,1.28,63.3,76.0,50.7,IA,2022,September,corn
117,0.43,48.8,63.0,34.6,IA,2022,October,corn
118,0.8,35.4,46.3,24.6,IA,2022,November,corn
119,1.59,18.3,26.1,10.5,IA,2022,December,corn
120,2.44,20.5,28.2,12.8,IA,2023,January,corn
121,1.89,21.8,32.4,11.1,IA,2023,February,corn
122,1.61,31.2,40.1,22.3,IA,2023,March,corn
123,1.83,48.0,61.3,34.8,IA,2023,April,corn
124,5.8,63.9,76.8,51.0,IA,2023,May,corn
125,3.88,69.5,80.4,58.6,IA,2023,June,corn
126,2.21,70.3,80.8,59.8,IA,2023,July,corn
127,,,,,IA,2023,August,corn
128,2.02,65.5,77.5,53.4,IA,2023,September,corn
129,4.87,52.2,63.0,41.4,IA,2023,October,corn
130,0.1,37.7,50.5,24.9,IA,2023,November,corn
131,2.0,33.0,41.6,24.3,IA,2023,December,corn
132,1.25,18.4,24.5,12.3,IA,2024,January,corn
133,0.23,35.2,47.6,22.8,IA,2024,February,corn
134,3.64,37.8,51.3,24.3,IA,2024,March,corn
135,2.78,49.2,61.6,36.7,IA,2024,April,corn
136,7.34,60.1,72.1,48.1,IA,2024,May,corn
137,6.38,69.6,80.5,58.8,IA,2024,June,corn
138,4.16,70.5,79.7,61.3,IA,2024,July,corn
139,3.19,70.0,80.1,59.9,IA,2024,August,corn
140,2.93,,,,IA,2013,August,corn
141,0.83,,,,IA,2013,September,corn
142,2.24,,,,IA,2013,October,corn
143,7.44,,,,IA,2014,June,corn
144,2.86,,,,IA,2014,July,corn
145,4.85,,,,IA,2014,August,corn
146,4.98,,,,IA,2014,September,corn
147,4.19,,,,IA,2015,April,corn
148,1.4,,,,IA,2015,October,corn
149,0.36,,,,IA,2013,January,corn
150,0.43,,,,IA,2013,February,corn
151,1.77,,,,IA,2013,March,corn
152,7.77,,,,IA,2013,April,corn
153,10.21,,,,IA,2013,May,corn
154,4.88,,,,IA,2013,June,corn
155,0.22,,,,IA,2013,July,corn
156,0.5,,,,IA,2013,August,corn
157,1.16,,,,IA,2013,September,corn
158,2.26,,,,IA,2013,October,corn
159,1.65,,,,IA,2013,November,corn
160,0.67,,,,IA,2013,December,corn
161,0.15,,,,IA,2014,January,corn
162,0.52,,,,IA,2014,March,corn
163,3.79,,,,IA,2014,April,corn
164,4.11,,,,IA,2014,May,corn
165,8.32,,,,IA,2014,June,corn
166,3.95,,,,IA,2014,July,corn
167,5.26,,,,IA,2014,August,corn
168,5.8,,,,IA,2014,September,corn
169,2.32,,,,IA,2014,October,corn
170,0.66,,,,IA,2015,March,corn
171,5.08,,,,IA,2015,April,corn
172,5.99,,,,IA,2015,May,corn
173,4.6,,,,IA,2015,June,corn
174,3.22,,,,IA,2015,July,corn
175,10.28,,,,IA,2015,August,corn
176,1.35,,,,IA,2015,September,corn
177,1.17,,,,IA,2015,October,corn
178,2.66,,,,IA,2015,November,corn
179,0.46,,,,IA,2016,January,corn
180,0.0,,,,IA,2016,February,corn
181,1.99,,,,IA,2016,March,corn
182,2.43,,,,IA,2016,April,corn
183,4.75,,,,IA,2016,May,corn
184,1.63,,,,IA,2016,June,corn
185,7.95,,,,IA,2016,July,corn
186,5.63,,,,IA,2016,August,corn
187,5.67,,,,IA,2016,September,corn
188,2.09,,,,IA,2016,October,corn
189,1.39,,,,IA,2016,November,corn
190,1.77,,,,IA,2017,January,corn
191,1.28,,,,IA,2017,February,corn
192,2.21,,,,IA,2017,March,corn
193,2.88,,,,IA,2017,April,corn
194,5.15,,,,IA,2017,May,corn
195,2.75,,,,IA,2017,June,corn
196,2.35,,,,IA,2017,July,corn
197,4.12,,,,IA,2017,August,corn
198,2.17,,,,IA,2017,September,corn
199,6.7,,,,IA,2017,October,corn
200,0.19,,,,IA,2017,November,corn
201,0.57,,,,IA,2018,January,corn
202,0.0,,,,IA,2018,February,corn
203,1.87,,,,IA,2018,March,corn
204,1.56,,,,IA,2018,April,corn
205,4.87,,,,IA,2018,May,corn
206,9.93,,,,IA,2018,June,corn
207,2.83,,,,IA,2018,July,corn
208,14.62,,,,IA,2018,August,corn
209,5.95,,,,IA,2018,September,corn
210,4.47,,,,IA,2018,October,corn
211,2.05,,,,IA,2019,March,corn
212,3.09,,,,IA,2019,April,corn
213,7.94,,,,IA,2019,May,corn
214,4.19,,,,IA,2019,June,corn
215,2.75,,,,IA,2019,July,corn
216,2.05,,,,IA,2019,August,corn
217,5.46,,,,IA,2019,September,corn
218,5.61,,,,IA,2019,October,corn
219,1.19,,,,IA,2019,November,corn
220,1.5,,,,IA,2019,December,corn
221,3.5,,,,IA,2020,March,corn
222,0.26,,,,IA,2020,April,corn
223,4.09,,,,IA,2020,May,corn
224,3.45,,,,IA,2020,June,corn
225,0.66,,,,IA,2020,July,corn
226,1.57,,,,IA,2020,August,corn
227,0.0,,,,IA,2021,January,corn
228,0.0,,,,IA,2021,February,corn
229,2.78,,,,IA,2021,March,corn
230,0.59,,,,IA,2021,April,corn
231,4.89,,,,IA,2021,May,corn
232,3.98,,,,IA,2021,June,corn
233,2.82,,,,IA,2021,July,corn
234,4.43,,,,IA,2021,August,corn
235,0.52,,,,IA,2013,January,corn
236,0.62,,,,IA,2013,February,corn
237,2.31,,,,IA,2013,March,corn
238,8.04,,,,IA,2013,April,corn
239,7.34,,,,IA,2013,May,corn
240,4.39,,,,IA,2013,June,corn
241,0.25,,,,IA,2013,July,corn
242,0.83,,,,IA,2013,August,corn
243,0.91,,,,IA,2013,September,corn
244,2.17,,,,IA,2013,October,corn
245,1.81,,,,IA,2013,November,corn
246,0.74,,,,IA,2013,December,corn
247,0.24,,,,IA,2014,January,corn
248,1.05,,,,IA,2014,February,corn
249,0.6,,,,IA,2014,March,corn
250,3.74,,,,IA,2014,April,corn
251,4.02,,,,IA,2014,May,corn
252,8.4,,,,IA,2014,June,corn
253,3.29,,,,IA,2014,July,corn
254,5.02,,,,IA,2014,August,corn
255,5.93,,,,IA,2014,September,corn
256,2.37,,,,IA,2014,October,corn
257,0.78,,,,IA,2014,November,corn
258,1.41,,,,IA,2014,December,corn
259,0.51,,,,IA,2015,January,corn
260,1.19,,,,IA,2015,February,corn
261,0.73,,,,IA,2015,March,corn
262,5.3,,,,IA,2015,April,corn
263,6.45,,,,IA,2015,May,corn
264,4.57,,,,IA,2015,June,corn
265,4.04,,,,IA,2015,July,corn
266,12.0,,,,IA,2015,August,corn
267,2.2,,,,IA,2015,September,corn
268,1.84,,,,IA,2015,October,corn
269,3.23,,,,IA,2015,November,corn
270,5.8,,,,IA,2015,December,corn
271,0.51,,,,IA,2016,January,corn
272,1.35,,,,IA,2016,February,corn
273,2.35,,,,IA,2016,March,corn
274,2.17,,,,IA,2016,April,corn
275,6.16,,,,IA,2016,May,corn
276,6.02,,,,IA,2016,June,corn
277,9.2,,,,IA,2016,July,corn
278,5.73,,,,IA,2016,August,corn
279,9.23,,,,IA,2016,September,corn
280,2.25,,,,IA,2016,October,corn
281,1.52,,,,IA,2016,November,corn
282,1.38,,,,IA,2016,December,corn
283,1.89,,,,IA,2017,January,corn
284,1.85,,,,IA,2017,February,corn
285,2.8,,,,IA,2017,March,corn
286,4.3,,,,IA,2017,April,corn
287,6.19,,,,IA,2017,May,corn
288,3.19,,,,IA,2017,June,corn
289,1.24,,,,IA,2017,July,corn
290,4.34,,,,IA,2017,August,corn
291,2.29,,,,IA,2017,September,corn
292,7.86,,,,IA,2017,October,corn
293,0.25,,,,IA,2017,November,corn
294,0.41,,,,IA,2017,December,corn
295,0.76,,,,IA,2018,January,corn
296,2.23,,,,IA,2018,February,corn
297,2.24,,,,IA,2018,March,corn
298,3.83,,,,IA,2018,April,corn
299,6.97,,,,IA,2018,May,corn
300,11.81,,,,IA,2018,June,corn
301,3.51,,,,IA,2018,July,corn
302,15.37,,,,IA,2018,August,corn
303,8.71,,,,IA,2018,September,corn
304,5.9,,,,IA,2018,October,corn
305,1.68,,,,IA,2018,November,corn
306,2.13,,,,IA,2018,December,corn
307,0.47,,,,IA,2019,January,corn
308,2.57,,,,IA,2019,February,corn
309,1.83,,,,IA,2019,March,corn
310,3.35,,,,IA,2019,April,corn
311,6.41,,,,IA,2019,May,corn
312,6.26,,,,IA,2019,June,corn
313,5.22,,,,IA,2019,July,corn
314,3.85,,,,IA,2019,August,corn
315,6.66,,,,IA,2019,September,corn
316,7.25,,,,IA,2019,October,corn
317,1.52,,,,IA,2019,November,corn
318,1.54,,,,IA,2019,December,corn
319,1.43,,,,IA,2020,January,corn
320,0.66,,,,IA,2020,February,corn
321,3.82,,,,IA,2020,March,corn
322,0.87,,,,IA,2020,April,corn
323,4.17,,,,IA,2020,May,corn
324,2.79,,,,IA,2020,June,corn
325,1.98,,,,IA,2020,July,corn
326,3.19,,,,IA,2020,August,corn
327,4.27,,,,IA,2020,September,corn
328,2.15,,,,IA,2020,October,corn
329,1.82,,,,IA,2020,November,corn
330,0.52,,,,IA,2020,December,corn
331,0.96,,,,IA,2021,January,corn
332,1.1,,,,IA,2021,February,corn
333,2.53,,,,IA,2021,March,corn
334,0.62,,,,IA,2021,April,corn
335,6.26,,,,IA,2021,May,corn
336,5.22,,,,IA,2021,June,corn
337,3.86,,,,IA,2021,July,corn
338,7.52,,,,IA,2021,August,corn
339,2.58,,,,IA,2021,September,corn
340,7.42,,,,IA,2021,October,corn
341,1.17,,,,IA,2021,November,corn
342,0.35,,,,IA,2021,December,corn
343,0.94,,,,IA,2022,January,corn
344,0.34,,,,IA,2022,February,corn
345,2.02,,,,IA,2022,March,corn
346,4.29,,,,IA,2022,April,corn
347,4.82,,,,IA,2022,May,corn
348,4.0,,,,IA,2022,June,corn
349,4.77,,,,IA,2022,July,corn
350,4.34,,,,IA,2022,August,corn
351,1.6,,,,IA,2022,September,corn
352,0.8,,,,IA,2022,October,corn
353,1.17,,,,IA,2022,November,corn
354,1.74,,,,IA,2022,December,corn
355,2.2,,,,IA,2023,January,corn
356,1.91,,,,IA,2023,February,corn
357,1.59,,,,IA,2023,March,corn
358,2.44,,,,IA,2023,April,corn
359,8.39,,,,IA,2023,May,corn
360,3.89,,,,IA,2023,June,corn
361,2.52,,,,IA,2023,July,corn
362,3.86,,,,IA,2023,August,corn
363,2.65,,,,IA,2023,September,corn
364,5.0,,,,IA,2023,October,corn
365,0.14,,,,IA,2023,November,corn
366,2.36,,,,IA,2023,December,corn
367,1.0,,,,IA,2024,January,corn
368,0.15,,,,IA,2024,February,corn
369,3.82,,,,IA,2024,March,corn
370,4.01,,,,IA,2024,April,corn
371,8.09,,,,IA,2024,May,corn
372,7.31,,,,IA,2024,June,corn
373,4.81,,,,IA,2024,July,corn
374,3.86,,,,IA,2024,August,corn
375,0.45,,,,IA,2013,January,corn
376,0.96,,,,IA,2013,February,corn
377,2.31,,,,IA,2013,March,corn
378,8.22,,,,IA,2013,April,corn
379,12.59,,,,IA,2013,May,corn
380,5.69,,,,IA,2013,June,corn
381,0.76,,,,IA,2013,July,corn
382,0.91,,,,IA,2013,August,corn
383,1.75,,,,IA,2013,September,corn
384,2.28,,,,IA,2013,October,corn
385,1.71,,,,IA,2013,November,corn
386,0.63,,,,IA,2013,December,corn
387,0.22,,,,IA,2014,January,corn
388,1.07,,,,IA,2014,February,corn
389,0.57,,,,IA,2014,March,corn
390,5.06,,,,IA,2014,April,corn
391,5.23,,,,IA,2014,May,corn
392,9.69,,,,IA,2014,June,corn
393,2.96,,,,IA,2014,July,corn
394,5.44,,,,IA,2014,August,corn
395,5.91,,,,IA,2014,September,corn
396,1.98,,,,IA,2014,October,corn
397,0.47,,,,IA,2014,November,corn
398,1.24,,,,IA,2014,December,corn
399,0.49,,,,IA,2015,January,corn
400,0.96,,,,IA,2015,February,corn
401,1.08,,,,IA,2015,March,corn
402,4.09,,,,IA,2015,April,corn
403,6.05,,,,IA,2015,May,corn
404,5.09,,,,IA,2015,June,corn
405,3.17,,,,IA,2015,July,corn
406,8.99,,,,IA,2015,August,corn
407,0.84,,,,IA,2015,September,corn
408,1.44,,,,IA,2015,October,corn
409,2.94,,,,IA,2015,November,corn
410,5.09,,,,IA,2015,December,corn
411,0.47,,,,IA,2016,January,corn
412,0.92,,,,IA,2016,February,corn
413,2.93,,,,IA,2016,March,corn
414,2.11,,,,IA,2016,April,corn
415,4.68,,,,IA,2016,May,corn
416,0.89,,,,IA,2016,June,corn
417,5.81,,,,IA,2016,July,corn
418,8.16,,,,IA,2016,August,corn
419,8.36,,,,IA,2016,September,corn
420,1.83,,,,IA,2016,October,corn
421,1.17,,,,IA,2016,November,corn
422,1.26,,,,IA,2016,December,corn
423,1.31,,,,IA,2017,January,corn
424,2.1,,,,IA,2017,February,corn
425,2.25,,,,IA,2017,March,corn
426,3.24,,,,IA,2017,April,corn
427,4.39,,,,IA,2017,May,corn
428,2.91,,,,IA,2017,June,corn
429,1.04,,,,IA,2017,July,corn
430,4.96,,,,IA,2017,August,corn
431,2.29,,,,IA,2017,September,corn
432,5.72,,,,IA,2017,October,corn
433,0.25,,,,IA,2017,November,corn
434,0.34,,,,IA,2017,December,corn
435,1.09,,,,IA,2018,January,corn
436,2.11,,,,IA,2018,February,corn
437,1.99,,,,IA,2018,March,corn
438,3.36,,,,IA,2018,April,corn
439,5.84,,,,IA,2018,May,corn
440,10.35,,,,IA,2018,June,corn
441,3.75,,,,IA,2018,July,corn
442,14.42,,,,IA,2018,August,corn
443,6.79,,,,IA,2018,September,corn
444,4.74,,,,IA,2018,October,corn
445,1.28,,,,IA,2018,November,corn
446,1.76,,,,IA,2018,December,corn
447,0.33,,,,IA,2019,January,corn
448,2.14,,,,IA,2019,February,corn
449,1.67,,,,IA,2019,March,corn
450,3.89,,,,IA,2019,April,corn
451,6.73,,,,IA,2019,May,corn
452,2.48,,,,IA,2019,June,corn
453,3.87,,,,IA,2019,July,corn
454,4.13,,,,IA,2019,August,corn
455,5.91,,,,IA,2019,September,corn
456,5.31,,,,IA,2019,October,corn
457,1.72,,,,IA,2019,November,corn
458,2.03,,,,IA,2019,December,corn
459,0.86,,,,IA,2020,January,corn
460,0.76,,,,IA,2020,February,corn
461,4.81,,,,IA,2020,March,corn
462,0.96,,,,IA,2020,April,corn
463,15.0,,,,IA,2018,August,corn
464,4.81,,,,IA,2018,September,corn
465,7.91,,,,IA,2019,May,corn
466,3.39,,,,IA,2019,June,corn
467,2.17,,,,IA,2019,August,corn
468,5.47,,,,IA,2019,September,corn
469,0.56,,,,IA,2020,April,corn
470,4.2,,,,IA,2020,May,corn
471,1.44,,,,IA,2020,July,corn
472,1.45,,,,IA,2020,August,corn
473,2.37,,,,IA,2020,September,corn
474,4.61,,,,IA,2021,May,corn
475,2.44,,,,IA,2021,June,corn
476,2.83,,,,IA,2021,July,corn
477,5.91,,,,IA,2021,August,corn
478,1.83,,,,IA,2021,September,corn
479,4.18,,,,IA,2021,October,corn
480,1.91,,,,IA,2022,April,corn
481,3.6,,,,IA,2022,May,corn
482,2.44,,,,IA,2022,June,corn
483,3.11,,,,IA,2022,July,corn
484,1.86,,,,IA,2022,August,corn
485,1.56,,,,IA,2022,September,corn
486,0.93,,,,IA,2022,October,corn
487,3.25,,,,IA,2023,June,corn
488,4.17,,,,IA,2023,July,corn
489,2.3,,,,IA,2023,August,corn
490,2.84,,,,IA,2023,September,corn
491,4.3,,,,IA,2023,October,corn
492,0.0,,,,IA,2023,November,corn
493,3.36,,,,IA,2024,March,corn
494,3.46,,,,IA,2024,April,corn
495,7.17,,,,IA,2024,May,corn
496,5.96,,,,IA,2024,June,corn
497,2.58,,,,IA,2024,July,corn
498,3.05,,,,IA,2024,August,corn
499,3.79,,,,IA,2020,May,corn
500,3.28,,,,IA,2020,June,corn
501,0.96,,,,IA,2020,July,corn
502,1.43,,,,IA,2020,August,corn
503,2.84,,,,IA,2020,September,corn
504,2.07,,,,IA,2020,October,corn
505,2.75,,,,IA,2020,November,corn
506,0.34,,,,IA,2020,December,corn
507,1.03,,,,IA,2021,January,corn
508,0.84,,,,IA,2021,February,corn
509,2.59,,,,IA,2021,March,corn
510,0.46,,,,IA,2021,April,corn
511,5.5,,,,IA,2021,May,corn
512,5.04,,,,IA,2021,June,corn
513,2.81,,,,IA,2021,July,corn
514,3.85,,,,IA,2021,August,corn
515,2.33,,,,IA,2021,September,corn
516,5.62,,,,IA,2021,October,corn
517,1.11,,,,IA,2021,November,corn
518,0.67,,,,IA,2021,December,corn
519,1.04,,,,IA,2022,January,corn
520,0.15,,,,IA,2022,February,corn
521,1.39,,,,IA,2022,March,corn
522,2.13,,,,IA,2022,April,corn
523,3.58,,,,IA,2022,May,corn
524,3.22,,,,IA,2022,June,corn
525,3.31,,,,IA,2022,July,corn
526,3.28,,,,IA,2022,August,corn
527,1.22,,,,IA,2022,September,corn
528,0.54,,,,IA,2022,October,corn
529,0.84,,,,IA,2022,November,corn
530,1.63,,,,IA,2022,December,corn
531,1.98,,,,IA,2023,January,corn
532,1.81,,,,IA,2023,February,corn
533,1.08,,,,IA,2023,March,corn
534,1.59,,,,IA,2023,April,corn
535,7.49,,,,IA,2023,May,corn
536,3.02,,,,IA,2023,June,corn
537,2.13,,,,IA,2023,July,corn
538,3.0,,,,IA,2023,August,corn
539,2.2,,,,IA,2023,September,corn
540,5.62,,,,IA,2023,October,corn
541,0.15,,,,IA,2023,November,corn
542,1.83,,,,IA,2023,December,corn
543,1.05,,,,IA,2024,January,corn
544,0.25,,,,IA,2024,February,corn
545,3.36,,,,IA,2024,March,corn
546,2.47,,,,IA,2024,April,corn
547,7.32,,,,IA,2024,May,corn
548,5.96,,,,IA,2024,June,corn
549,4.88,,,,IA,2024,July,corn
550,3.42,,,,IA,2024,August,corn
551,,,,,IA,2017,August,corn
552,,67.1,79.2,55.0,IA,2017,September,corn
553,6.19,51.9,61.6,42.1,IA,2017,October,corn
554,0.23,36.1,46.5,25.6,IA,2017,November,corn
555,0.02,22.8,32.0,13.6,IA,2017,December,corn
556,0.67,18.0,27.7,8.2,IA,2018,January,corn
557,0.67,17.7,27.4,8.0,IA,2018,February,corn
558,2.3,33.4,41.2,25.6,IA,2018,March,corn
559,2.16,39.2,49.9,28.5,IA,2018,April,corn
560,5.49,65.2,75.2,55.2,IA,2018,May,corn
561,7.74,73.8,83.6,63.9,IA,2018,June,corn
562,1.83,73.2,83.4,63.0,IA,2018,July,corn
563,13.68,71.7,81.6,61.8,IA,2018,August,corn
564,5.12,65.4,75.2,55.6,IA,2018,September,corn
565,3.89,47.3,57.9,36.8,IA,2018,October,corn
566,1.28,29.8,37.6,22.0,IA,2018,November,corn
567,1.91,26.3,33.9,18.8,IA,2018,December,corn
568,0.18,17.9,27.0,8.9,IA,2019,January,corn
569,1.24,15.2,25.1,5.3,IA,2019,February,corn
570,2.05,31.0,39.7,22.4,IA,2019,March,corn
571,3.24,49.4,60.9,37.9,IA,2019,April,corn
572,4.08,56.3,66.0,46.6,IA,2019,May,corn
573,4.07,69.1,79.5,58.7,IA,2019,June,corn
574,4.04,74.4,83.7,65.2,IA,2019,July,corn
575,2.08,68.8,79.0,58.7,IA,2019,August,corn
576,5.64,68.5,78.4,58.5,IA,2019,September,corn
577,3.05,46.5,55.9,37.1,IA,2019,October,corn
578,,,,,IA,2019,November,corn
579,1.16,27.7,37.0,18.4,IA,2019,December,corn
580,0.65,,,,IA,2020,January,corn
581,0.33,23.3,33.5,13.0,IA,2020,February,corn
582,3.46,40.1,49.4,30.8,IA,2020,March,corn
583,0.67,46.9,59.6,34.2,IA,2020,April,corn
584,3.97,58.0,67.5,48.5,IA,2020,May,corn
585,2.28,74.0,84.5,63.5,IA,2020,June,corn
586,0.77,75.5,86.4,64.5,IA,2020,July,corn
587,0.79,72.2,84.4,60.1,IA,2020,August,corn
588,2.51,62.7,74.3,51.2,IA,2020,September,corn
589,0.57,45.7,56.8,34.6,IA,2020,October,corn
590,2.05,40.6,52.2,29.0,IA,2020,November,corn
591,0.07,26.1,36.6,15.7,IA,2020,December,corn
592,0.32,24.1,32.5,15.7,IA,2021,January,corn
593,0.18,12.2,22.8,1.7,IA,2021,February,corn
594,2.47,42.3,53.2,31.3,IA,2021,March,corn
595,0.56,51.3,62.9,39.6,IA,2021,April,corn
596,5.25,59.5,69.8,49.2,IA,2021,May,corn
597,3.3,74.2,86.7,61.8,IA,2021,June,corn
598,2.28,73.3,83.7,62.8,IA,2021,July,corn
599,3.65,72.9,83.9,61.9,IA,2021,August,corn
600,2.27,66.6,80.0,53.2,IA,2021,September,corn
601,2.74,54.3,64.9,43.7,IA,2021,October,corn
602,0.64,38.5,49.6,27.4,IA,2021,November,corn
603,0.14,30.2,40.6,19.9,IA,2021,December,corn
604,0.18,15.0,27.4,2.6,IA,2022,January,corn
605,0.15,20.2,32.7,7.7,IA,2022,February,corn
606,1.23,36.4,46.2,26.6,IA,2022,March,corn
607,2.59,43.9,55.0,32.8,IA,2022,April,corn
608,3.34,61.4,72.1,50.6,IA,2022,May,corn
609,3.02,72.2,83.7,60.7,IA,2022,June,corn
610,2.85,74.7,85.2,64.1,IA,2022,July,corn
611,2.98,72.8,83.9,61.5,IA,2022,August,corn
