,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
79,2.85,57.3,70.9,43.7,ID,2019,September,barley
80,0.8,35.1,48.8,21.4,ID,2019,October,barley
81,0.53,34.3,47.7,21.0,ID,2019,November,barley
82,0.67,23.7,33.3,14.1,ID,2019,December,barley
83,3.08,,32.6,,ID,2020,January,barley
84,0.83,18.3,32.1,4.4,ID,2020,February,barley
85,1.95,34.3,44.1,24.6,ID,2020,March,barley
86,2.22,39.4,52.2,26.5,ID,2020,April,barley
87,1.2,51.2,63.7,38.8,ID,2020,May,barley
88,3.06,56.3,68.6,44.0,ID,2020,June,barley
89,0.59,65.4,81.1,49.7,ID,2020,July,barley
90,0.19,67.7,83.7,51.6,ID,2020,August,barley
91,0.86,57.0,74.0,40.1,ID,2020,September,barley
92,0.73,43.9,57.8,30.0,ID,2020,October,barley
93,0.95,,,,ID,2020,November,barley
94,1.1,20.5,32.0,8.9,ID,2020,December,barley
95,0.84,19.7,30.4,9.0,ID,2021,January,barley
96,2.29,22.9,31.8,14.0,ID,2021,February,barley
97,0.83,30.7,43.6,17.8,ID,2021,March,barley
98,0.81,40.6,52.6,28.7,ID,2021,April,barley
99,1.91,49.5,62.5,36.5,ID,2021,May,barley
100,0.41,64.9,81.4,48.3,ID,2021,June,barley
101,2.61,71.3,87.7,54.9,ID,2021,July,barley
102,2.19,63.6,77.5,49.6,ID,2021,August,barley
103,0.71,56.7,72.8,40.6,ID,2021,September,barley
104,2.46,43.9,54.2,33.7,ID,2021,October,barley
105,0.91,36.7,45.7,27.6,ID,2021,November,barley
106,2.22,26.6,31.2,22.1,ID,2021,December,barley
107,1.15,17.7,28.4,7.1,ID,2022,January,barley
108,0.16,18.8,28.5,9.0,ID,2022,February,barley
109,0.87,33.9,45.3,22.4,ID,2022,March,barley
110,1.75,37.6,49.8,25.4,ID,2022,April,barley
111,1.74,47.9,60.5,35.3,ID,2022,May,barley
112,1.06,58.7,74.0,43.5,ID,2022,June,barley
113,0.0,70.5,87.9,53.0,ID,2022,July,barley
114,1.67,69.7,85.5,54.0,ID,2022,August,barley
115,2.05,60.8,76.3,45.3,ID,2022,September,barley
116,1.2,45.9,60.0,31.7,ID,2022,October,barley
117,1.55,20.4,30.9,9.9,ID,2022,November,barley
118,1.46,20.0,29.6,10.4,ID,2022,December,barley
119,1.42,16.7,25.6,7.8,ID,2023,January,barley
120,2.63,19.2,30.3,8.1,ID,2023,February,barley
121,2.6,24.5,31.8,17.1,ID,2023,March,barley
122,0.58,36.0,47.4,24.6,ID,2023,April,barley
123,1.05,52.8,65.7,40.0,ID,2023,May,barley
124,2.5,56.9,68.6,45.2,ID,2023,June,barley
125,0.41,70.6,80.3,60.9,ID,2023,July,barley
126,2.26,65.6,78.5,52.7,ID,2023,August,barley
127,2.33,58.6,70.6,46.6,ID,2023,September,barley
128,2.58,44.5,55.7,33.2,ID,2023,October,barley
129,1.72,33.4,43.9,23.0,ID,2023,November,barley
130,1.57,27.1,36.7,17.5,ID,2023,December,barley
131,0.75,15.4,24.0,6.9,ID,2013,January,barley
132,0.8,27.1,34.6,19.5,ID,2013,February,barley
133,0.55,37.4,47.4,27.4,ID,2013,March,barley
134,0.56,43.8,55.0,32.5,ID,2013,April,barley
135,0.63,55.4,68.3,42.5,ID,2013,May,barley
136,0.14,64.9,80.0,49.8,ID,2013,June,barley
137,0.53,73.4,89.5,57.4,ID,2013,July,barley
138,0.23,72.7,88.8,56.6,ID,2013,August,barley
139,1.89,62.2,74.0,50.3,ID,2013,September,barley
140,1.15,44.4,56.7,32.2,ID,2013,October,barley
141,0.5,35.7,45.8,25.6,ID,2013,November,barley
142,0.3,16.4,24.4,8.3,ID,2013,December,barley
143,0.8,25.2,34.0,16.5,ID,2014,January,barley
144,0.64,30.8,38.3,23.3,ID,2014,February,barley
145,1.74,40.2,50.8,29.7,ID,2014,March,barley
146,1.18,45.7,58.0,33.4,ID,2014,April,barley
147,0.42,56.1,70.4,41.9,ID,2014,May,barley
148,0.42,61.2,75.3,47.2,ID,2014,June,barley
149,0.11,72.9,88.4,57.3,ID,2014,July,barley
150,2.93,67.0,80.0,53.9,ID,2014,August,barley
151,2.25,61.7,76.8,46.6,ID,2014,September,barley
152,0.13,52.0,65.5,38.6,ID,2014,October,barley
153,0.71,32.7,42.1,23.2,ID,2014,November,barley
154,1.26,29.8,37.3,22.2,ID,2014,December,barley
155,0.48,26.1,32.8,19.4,ID,2015,January,barley
156,0.37,36.9,47.0,26.7,ID,2015,February,barley
157,0.22,43.4,57.6,29.2,ID,2015,March,barley
158,0.45,46.3,59.6,33.0,ID,2015,April,barley
159,4.86,55.7,67.4,43.9,ID,2015,May,barley
160,0.19,68.1,83.7,52.4,ID,2015,June,barley
161,0.84,68.1,81.9,54.2,ID,2015,July,barley
162,0.58,69.2,84.5,53.8,ID,2015,August,barley
163,0.7,62.3,77.3,47.2,ID,2015,September,barley
164,1.45,53.6,65.4,41.8,ID,2015,October,barley
165,0.77,30.6,39.7,21.5,ID,2015,November,barley
166,0.62,22.8,30.5,15.1,ID,2015,December,barley
167,1.51,24.4,31.2,17.6,ID,2016,January,barley
168,0.19,28.6,37.0,20.1,ID,2016,February,barley
169,2.13,40.1,49.8,30.3,ID,2016,March,barley
170,0.82,49.5,62.9,36.1,ID,2016,April,barley
171,1.96,54.3,67.0,41.6,ID,2016,May,barley
172,0.08,66.9,82.8,51.0,ID,2016,June,barley
173,0.31,70.7,86.4,55.1,ID,2016,July,barley
174,0.1,68.7,85.5,51.9,ID,2016,August,barley
175,2.05,59.4,72.2,46.7,ID,2016,September,barley
176,3.43,49.6,60.9,38.4,ID,2016,October,barley
177,0.29,40.8,52.1,29.4,ID,2016,November,barley
178,1.17,17.8,25.9,9.6,ID,2016,December,barley
179,1.63,15.9,23.3,8.4,ID,2017,January,barley
180,2.08,31.2,38.2,24.3,ID,2017,February,barley
181,1.02,43.1,52.8,33.5,ID,2017,March,barley
182,2.56,45.5,56.5,34.5,ID,2017,April,barley
183,0.56,54.7,69.5,39.8,ID,2017,May,barley
184,0.85,63.8,77.3,50.3,ID,2017,June,barley
185,0.75,73.8,90.4,57.1,ID,2017,July,barley
186,0.06,70.3,86.0,54.6,ID,2017,August,barley
187,2.07,59.0,72.1,46.0,ID,2017,September,barley
188,0.43,43.8,56.8,30.8,ID,2017,October,barley
189,1.19,38.9,47.5,30.3,ID,2017,November,barley
190,0.94,22.7,30.4,15.1,ID,2017,December,barley
191,0.87,30.1,37.8,22.3,ID,2018,January,barley
192,0.3,30.4,37.8,22.9,ID,2018,February,barley
193,2.18,36.4,45.9,26.9,ID,2018,March,barley
194,2.05,48.1,60.2,36.1,ID,2018,April,barley
195,2.26,59.1,72.5,45.7,ID,2018,May,barley
196,1.96,,,,ID,2018,June,barley
197,0.51,72.4,88.6,56.2,ID,2018,July,barley
198,0.89,68.6,84.8,52.4,ID,2018,August,barley
199,0.0,61.4,76.6,46.1,ID,2018,September,barley
200,1.06,47.1,58.7,35.4,ID,2018,October,barley
201,0.89,33.0,42.7,23.4,ID,2018,November,barley
202,0.76,23.6,31.1,16.1,ID,2018,December,barley
203,1.13,24.6,34.1,15.2,ID,2019,January,barley
204,2.79,28.1,36.8,19.4,ID,2019,February,barley
205,0.58,35.2,45.9,24.5,ID,2019,March,barley
206,1.88,47.6,57.6,37.6,ID,2019,April,barley
207,2.79,54.0,65.1,42.9,ID,2019,May,barley
208,0.51,61.8,75.2,48.3,ID,2019,June,barley
209,0.41,70.7,85.2,56.2,ID,2019,July,barley
210,0.44,70.6,85.9,55.2,ID,2019,August,barley
211,2.95,59.7,71.5,47.9,ID,2019,September,barley
212,0.6,37.7,49.8,25.6,ID,2019,October,barley
213,0.22,34.1,46.4,21.8,ID,2019,November,barley
214,1.44,24.9,32.4,17.4,ID,2019,December,barley
215,1.33,26.1,32.7,19.5,ID,2020,January,barley
216,0.35,20.3,32.2,8.4,ID,2020,February,barley
217,1.58,37.6,47.4,27.8,ID,2020,March,barley
218,1.06,44.7,56.6,32.9,ID,2020,April,barley
219,1.45,55.5,67.8,43.1,ID,2020,May,barley
220,2.06,61.1,73.4,48.9,ID,2020,June,barley
221,0.18,69.3,84.5,54.1,ID,2020,July,barley
222,0.32,71.9,86.9,56.9,ID,2020,August,barley
223,0.64,61.8,77.8,45.8,ID,2020,September,barley
224,0.22,46.5,59.4,33.7,ID,2020,October,barley
225,0.61,32.8,43.1,22.5,ID,2020,November,barley
226,0.81,22.8,32.6,13.0,ID,2020,December,barley
227,0.67,24.9,32.9,16.8,ID,2021,January,barley
228,1.23,25.4,33.6,17.3,ID,2021,February,barley
229,0.97,36.1,48.0,24.3,ID,2021,March,barley
230,0.8,44.3,56.6,32.1,ID,2021,April,barley
231,1.38,54.2,66.8,41.5,ID,2021,May,barley
232,0.11,67.8,84.4,51.2,ID,2021,June,barley
233,0.64,,88.7,,ID,2021,July,barley
234,1.41,67.4,81.2,53.6,ID,2021,August,barley
235,0.39,59.1,74.9,43.2,ID,2021,September,barley
236,1.54,47.7,58.4,36.9,ID,2021,October,barley
237,0.59,37.9,46.5,29.3,ID,2021,November,barley
238,1.33,28.0,35.4,20.6,ID,2021,December,barley
239,0.39,17.8,25.2,10.4,ID,2022,January,barley
240,0.3,18.9,28.2,9.5,ID,2022,February,barley
241,0.54,36.2,47.4,25.0,ID,2022,March,barley
242,1.09,40.4,51.5,29.3,ID,2022,April,barley
243,1.26,50.1,61.0,39.2,ID,2022,May,barley
244,0.96,61.9,75.2,48.5,ID,2022,June,barley
245,0.25,73.8,90.4,57.3,ID,2022,July,barley
246,0.8,73.0,88.2,57.7,ID,2022,August,barley
247,1.43,64.8,80.1,49.6,ID,2022,September,barley
248,0.62,48.9,62.8,35.1,ID,2022,October,barley
249,1.82,26.6,34.7,18.4,ID,2022,November,barley
250,1.44,19.9,27.0,12.8,ID,2022,December,barley
251,0.99,18.3,25.2,11.5,ID,2023,January,barley
252,0.57,17.4,27.9,6.8,ID,2023,February,barley
253,1.89,26.4,34.9,17.8,ID,2023,March,barley
254,0.93,40.7,52.1,29.2,ID,2023,April,barley
255,3.19,58.1,71.5,44.8,ID,2023,May,barley
256,0.5,60.9,73.5,48.4,ID,2023,June,barley
257,0.02,72.2,88.6,55.9,ID,2023,July,barley
258,1.49,72.2,86.1,58.4,ID,2023,August,barley
259,1.78,,,,ID,2023,September,barley
260,1.57,48.4,59.8,36.9,ID,2023,October,barley
261,0.82,36.4,46.0,26.9,ID,2023,November,barley
262,0.5,29.0,37.0,21.0,ID,2023,December,barley
263,1.11,,,,ID,2023,February,barley
264,1.69,,,,ID,2023,March,barley
265,0.75,,,,ID,2023,April,barley
266,1.02,,,,ID,2023,November,barley
267,0.73,,,,ID,2023,December,barley
268,1.94,38.2,51.2,25.2,ID,2013,April,barley
269,2.27,50.7,65.2,36.2,ID,2013,May,barley
270,0.37,57.2,74.8,39.5,ID,2013,June,barley
271,0.78,66.6,85.3,48.0,ID,2013,July,barley
272,0.96,66.1,85.0,47.3,ID,2013,August,barley
273,2.6,57.3,71.1,43.5,ID,2013,September,barley
274,1.88,40.7,56.0,25.5,ID,2013,October,barley
275,1.14,33.3,43.5,23.2,ID,2013,November,barley
276,1.27,17.8,27.0,8.5,ID,2013,December,barley
277,1.03,20.5,30.3,10.6,ID,2014,January,barley
278,2.62,27.1,34.7,19.4,ID,2014,February,barley
279,3.14,34.7,45.6,23.8,ID,2014,March,barley
280,1.65,39.1,52.8,25.5,ID,2014,April,barley
281,0.67,50.4,66.7,34.0,ID,2014,May,barley
282,1.94,55.2,70.8,39.6,ID,2014,June,barley
283,0.63,65.2,83.3,47.1,ID,2014,July,barley
284,4.57,61.8,76.8,46.8,ID,2014,August,barley
285,2.94,56.1,73.2,39.1,ID,2014,September,barley
286,0.5,46.5,63.3,29.7,ID,2014,October,barley
287,2.15,29.2,40.6,17.8,ID,2014,November,barley
288,1.81,28.4,36.1,20.7,ID,2014,December,barley
289,1.82,21.6,30.1,13.2,ID,2015,January,barley
290,1.61,31.5,42.2,20.8,ID,2015,February,barley
291,0.37,37.9,54.3,21.5,ID,2015,March,barley
292,1.83,41.5,56.0,27.0,ID,2015,April,barley
293,4.15,50.6,63.2,38.1,ID,2015,May,barley
294,2.2,62.0,79.9,44.1,ID,2015,June,barley
295,3.0,62.2,77.7,46.8,ID,2015,July,barley
296,2.36,62.9,81.0,44.7,ID,2015,August,barley
297,1.83,57.6,76.4,38.8,ID,2015,September,barley
298,1.63,49.5,64.7,34.3,ID,2015,October,barley
299,2.08,28.2,38.3,18.0,ID,2015,November,barley
300,1.87,20.6,29.3,11.8,ID,2015,December,barley
301,2.69,21.6,29.2,14.1,ID,2016,January,barley
302,0.59,25.3,34.8,15.8,ID,2016,February,barley
303,2.59,34.4,44.1,24.7,ID,2016,March,barley
304,2.03,44.1,58.2,30.0,ID,2016,April,barley
305,2.78,49.5,64.0,35.0,ID,2016,May,barley
306,0.65,60.1,77.9,42.3,ID,2016,June,barley
307,0.52,62.8,81.5,44.2,ID,2016,July,barley
308,0.45,61.1,82.0,40.1,ID,2016,August,barley
309,2.85,54.9,71.5,38.3,ID,2016,September,barley
310,5.85,47.0,57.9,36.1,ID,2016,October,barley
311,1.22,38.7,50.2,27.1,ID,2016,November,barley
312,2.11,17.0,27.4,6.6,ID,2016,December,barley
313,1.31,16.3,26.3,6.4,ID,2017,January,barley
314,2.33,31.0,38.2,23.8,ID,2017,February,barley
315,1.22,38.8,49.3,28.3,ID,2017,March,barley
316,3.96,40.7,51.6,29.7,ID,2017,April,barley
317,0.6,51.2,64.9,37.5,ID,2017,May,barley
318,1.89,60.5,73.7,47.4,ID,2017,June,barley
319,0.76,70.5,85.9,55.1,ID,2017,July,barley
320,0.18,65.7,82.6,48.7,ID,2017,August,barley
321,2.56,55.2,70.1,40.3,ID,2017,September,barley
322,1.26,41.3,55.8,26.9,ID,2017,October,barley
323,2.05,36.6,45.1,28.0,ID,2017,November,barley
324,1.38,24.2,33.0,15.4,ID,2017,December,barley
325,1.44,26.6,34.8,18.4,ID,2018,January,barley
326,1.14,26.0,32.5,19.5,ID,2018,February,barley
327,2.78,30.1,39.9,20.2,ID,2018,March,barley
328,3.28,42.1,54.0,30.3,ID,2018,April,barley
329,3.35,54.3,67.4,41.2,ID,2018,May,barley
330,2.13,59.9,73.3,46.5,ID,2018,June,barley
331,0.98,65.2,84.1,46.2,ID,2018,July,barley
332,0.87,62.4,82.8,42.0,ID,2018,August,barley
333,0.0,55.7,78.0,33.4,ID,2018,September,barley
334,0.76,43.5,58.9,28.1,ID,2018,October,barley
335,1.94,29.2,40.3,18.1,ID,2018,November,barley
336,1.62,20.6,31.2,10.1,ID,2018,December,barley
337,1.27,20.0,31.3,8.6,ID,2019,January,barley
338,3.09,22.2,32.0,12.5,ID,2019,February,barley
339,0.99,29.2,41.5,16.9,ID,2019,March,barley
340,2.46,42.7,53.9,31.4,ID,2019,April,barley
341,3.86,48.6,61.8,35.3,ID,2019,May,barley
342,1.88,56.7,72.7,40.7,ID,2019,June,barley
343,0.99,66.7,84.9,48.4,ID,2019,July,barley
344,1.0,64.6,85.1,44.2,ID,2019,August,barley
345,3.5,56.6,71.5,41.8,ID,2019,September,barley
346,1.2,36.3,51.1,21.6,ID,2019,October,barley
347,0.77,33.3,48.0,18.6,ID,2019,November,barley
348,0.91,26.6,36.4,16.7,ID,2019,December,barley
349,3.46,25.3,32.3,18.4,ID,2020,January,barley
350,2.76,18.6,32.0,5.2,ID,2020,February,barley
351,1.93,35.0,45.6,24.4,ID,2020,March,barley
352,1.53,40.3,55.1,25.5,ID,2020,April,barley
353,1.59,51.4,66.3,36.4,ID,2020,May,barley
354,3.28,57.3,71.4,43.1,ID,2020,June,barley
355,1.04,63.0,80.9,45.1,ID,2020,July,barley
356,0.09,66.2,87.7,44.6,ID,2020,August,barley
357,1.52,57.0,77.9,36.2,ID,2020,September,barley
358,0.72,44.6,62.2,27.0,ID,2020,October,barley
359,1.37,32.9,45.0,20.8,ID,2020,November,barley
360,1.63,20.7,32.0,9.5,ID,2020,December,barley
361,1.27,19.8,30.4,9.2,ID,2021,January,barley
362,3.08,23.1,33.0,13.2,ID,2021,February,barley
363,0.63,,,17.3,ID,2021,March,barley
364,1.16,38.0,52.9,23.2,ID,2021,April,barley
365,3.12,49.2,65.1,33.3,ID,2021,May,barley
366,0.24,62.2,81.6,42.9,ID,2021,June,barley
367,0.93,68.0,87.3,48.8,ID,2021,July,barley
368,2.41,62.5,79.4,45.6,ID,2021,August,barley
369,0.76,56.3,77.2,35.4,ID,2021,September,barley
370,2.98,45.0,58.2,31.7,ID,2021,October,barley
371,1.53,36.0,46.0,26.0,ID,2021,November,barley
372,1.56,28.2,35.8,20.7,ID,2021,December,barley
373,1.32,16.5,26.4,6.6,ID,2022,January,barley
374,0.72,17.5,29.1,5.9,ID,2022,February,barley
375,1.74,30.1,43.1,17.1,ID,2022,March,barley
376,1.73,36.0,47.9,24.0,ID,2022,April,barley
377,2.14,46.4,59.7,33.2,ID,2022,May,barley
378,1.34,55.9,71.8,40.0,ID,2022,June,barley
379,0.04,67.0,86.9,47.0,ID,2022,July,barley
380,3.43,68.3,86.4,50.3,ID,2022,August,barley
381,1.45,64.3,84.3,44.4,ID,2022,September,barley
382,1.28,48.5,66.6,30.4,ID,2022,October,barley
383,2.56,25.4,36.6,14.2,ID,2022,November,barley
384,1.42,24.0,32.5,15.5,ID,2022,December,barley
385,2.44,22.2,30.4,13.9,ID,2023,January,barley
386,1.56,19.3,31.1,7.5,ID,2023,February,barley
387,1.69,27.2,37.7,16.8,ID,2023,March,barley
388,1.44,37.7,50.1,25.3,ID,2023,April,barley
389,1.93,56.7,73.1,40.4,ID,2023,May,barley
390,2.68,59.7,74.8,44.7,ID,2023,June,barley
391,0.89,70.4,89.9,51.0,ID,2023,July,barley
392,3.43,67.7,83.3,52.0,ID,2023,August,barley
393,2.19,59.4,76.6,42.2,ID,2023,September,barley
394,3.01,48.8,63.5,34.2,ID,2023,October,barley
395,0.96,37.8,50.3,25.3,ID,2023,November,barley
396,1.35,28.6,39.0,18.3,ID,2023,December,barley
397,0.58,20.7,31.9,9.6,MT,2013,January,barley
398,0.0,28.5,41.6,15.5,MT,2013,February,barley
399,0.37,38.5,54.0,23.0,MT,2013,April,barley
400,2.24,54.4,70.2,38.6,MT,2013,May,barley
401,0.62,71.9,88.6,55.2,MT,2013,August,barley
402,0.85,64.1,79.6,48.5,MT,2013,September,barley
403,0.26,43.1,58.6,27.5,MT,2013,October,barley
404,0.85,12.2,25.1,-0.6,MT,2013,December,barley
405,0.7,23.6,35.2,12.0,MT,2014,January,barley
406,1.4,23.5,32.8,14.3,MT,2014,March,barley
407,,41.3,55.9,26.7,MT,2014,April,barley
408,2.05,57.2,70.0,44.5,MT,2014,June,barley
409,0.09,,,,MT,2014,July,barley
410,3.04,67.4,82.0,52.7,MT,2014,August,barley
411,0.78,56.2,70.8,41.7,MT,2014,September,barley
412,0.61,49.2,64.6,33.9,MT,2014,October,barley
413,0.59,23.8,35.9,11.6,MT,2014,November,barley
414,0.34,23.4,33.9,12.9,MT,2014,December,barley
415,0.92,19.4,29.5,9.4,MT,2015,January,barley
416,0.2,25.0,35.0,15.1,MT,2015,February,barley
417,0.19,38.3,53.5,23.1,MT,2015,March,barley
418,0.14,43.5,60.0,27.0,MT,2015,April,barley
419,1.25,49.5,63.1,36.0,MT,2015,May,barley
420,1.02,65.2,81.3,49.1,MT,2015,June,barley
421,,66.9,82.8,50.9,MT,2015,July,barley
422,0.59,67.7,85.0,50.5,MT,2015,August,barley
423,1.49,56.0,72.0,40.0,MT,2015,September,barley
424,0.63,47.4,62.5,32.4,MT,2015,October,barley
425,0.17,31.9,42.6,21.3,MT,2015,November,barley
426,0.31,21.5,32.2,10.8,MT,2015,December,barley
427,0.43,18.1,28.9,7.3,MT,2016,January,barley
428,0.12,35.7,48.8,22.5,MT,2016,February,barley
429,2.41,45.1,59.2,30.9,MT,2016,April,barley
430,1.57,51.4,64.8,38.1,MT,2016,May,barley
431,1.06,61.8,78.6,45.0,MT,2016,June,barley
432,1.41,67.3,83.6,51.0,MT,2016,July,barley
433,1.09,64.7,80.4,48.9,MT,2016,August,barley
434,1.82,55.3,69.6,41.1,MT,2016,September,barley
435,1.63,44.0,55.4,32.5,MT,2016,October,barley
436,0.17,40.7,54.0,27.3,MT,2016,November,barley
437,0.37,11.3,22.2,0.3,MT,2016,December,barley
438,0.67,11.6,22.2,1.1,MT,2017,January,barley
439,0.7,22.8,32.4,13.2,MT,2017,February,barley
440,0.65,33.2,45.9,20.4,MT,2017,March,barley
441,1.08,42.9,55.2,30.6,MT,2017,April,barley
442,0.59,53.1,69.2,37.0,MT,2017,May,barley
443,1.98,62.1,78.0,46.3,MT,2017,June,barley
444,0.05,65.7,83.5,47.9,MT,2017,August,barley
445,0.7,56.3,72.3,40.3,MT,2017,September,barley
446,1.56,41.5,55.0,28.1,MT,2017,October,barley
447,0.1,28.6,40.5,16.7,MT,2017,November,barley
448,0.97,22.5,33.5,11.6,MT,2017,December,barley
449,0.33,14.1,25.6,2.6,MT,2018,January,barley
450,1.74,3.2,16.5,-10.2,MT,2018,February,barley
451,0.8,19.5,30.5,8.5,MT,2018,March,barley
452,1.16,34.4,46.3,22.5,MT,2018,April,barley
453,2.43,56.9,72.1,41.8,MT,2018,May,barley
454,3.68,59.6,73.4,45.8,MT,2018,June,barley
455,0.27,66.3,84.0,48.6,MT,2018,July,barley
456,0.25,64.4,81.8,46.9,MT,2018,August,barley
457,1.01,53.7,66.1,41.3,MT,2018,September,barley
458,0.19,41.6,55.3,27.9,MT,2018,October,barley
459,0.26,28.8,40.7,16.9,MT,2018,November,barley
460,0.35,25.6,37.1,14.1,MT,2018,December,barley
461,0.78,23.3,37.1,9.5,MT,2019,January,barley
462,1.31,-5.7,6.0,-17.4,MT,2019,February,barley
463,0.21,20.2,34.2,6.2,MT,2019,March,barley
464,0.95,42.2,54.7,29.7,MT,2019,April,barley
465,1.87,47.5,59.6,35.3,MT,2019,May,barley
466,1.89,59.3,73.9,44.6,MT,2019,June,barley
467,0.42,64.7,80.6,48.7,MT,2019,July,barley
468,0.92,65.7,81.1,50.4,MT,2019,August,barley
469,2.38,55.8,70.0,41.7,MT,2019,September,barley
470,0.06,32.1,45.4,18.8,MT,2019,October,barley
471,1.71,22.5,34.5,10.5,MT,2019,November,barley
472,0.41,23.2,32.3,14.1,MT,2019,December,barley
473,0.4,17.3,28.5,6.2,MT,2020,January,barley
474,0.03,24.3,37.9,10.6,MT,2020,February,barley
475,0.37,26.7,39.7,13.7,MT,2020,March,barley
476,0.62,33.9,48.3,19.5,MT,2020,April,barley
477,1.51,51.9,65.8,38.1,MT,2020,May,barley
478,1.64,61.5,75.6,47.4,MT,2020,June,barley
479,0.68,66.7,84.1,49.3,MT,2020,July,barley
480,0.05,69.1,88.4,49.9,MT,2020,August,barley
481,1.23,57.8,75.2,40.5,MT,2020,September,barley
482,1.2,38.9,52.0,25.8,MT,2020,October,barley
