,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
91,0.44,38.1,48.8,27.4,ND,2020,October,oats
92,0.08,29.9,42.9,17.0,ND,2020,November,oats
93,0.14,21.7,32.8,10.5,ND,2020,December,oats
94,0.28,19.6,28.0,11.2,ND,2021,January,oats
95,0.31,-0.1,11.5,-11.7,ND,2021,February,oats
96,0.01,33.8,48.7,19.0,ND,2021,March,oats
97,0.41,39.1,53.8,24.5,ND,2021,April,oats
98,2.07,52.6,67.4,37.8,ND,2021,May,oats
99,1.99,68.8,83.4,54.3,ND,2021,June,oats
100,2.36,73.6,87.4,59.8,ND,2021,July,oats
101,5.13,68.1,81.9,54.3,ND,2021,August,oats
102,1.02,61.8,76.2,47.5,ND,2021,September,oats
103,4.13,48.6,59.2,37.9,ND,2021,October,oats
104,1.18,10.7,21.9,-0.6,ND,2021,December,oats
105,0.93,3.3,16.1,-9.5,ND,2022,January,oats
106,0.05,3.8,17.0,-9.4,ND,2022,February,oats
107,0.06,23.6,33.7,13.5,ND,2022,March,oats
108,3.34,32.4,41.7,23.0,ND,2022,April,oats
109,3.26,53.1,64.2,42.0,ND,2022,May,oats
110,2.24,64.8,76.5,53.0,ND,2022,June,oats
111,2.4,70.2,81.8,58.5,ND,2022,July,oats
112,1.09,69.0,81.9,56.0,ND,2022,August,oats
113,0.36,60.7,75.1,46.4,ND,2022,September,oats
114,0.34,46.5,59.8,33.2,ND,2022,October,oats
115,0.16,19.9,29.9,9.8,ND,2022,November,oats
116,0.74,3.0,11.9,-6.0,ND,2022,December,oats
117,0.1,9.6,19.5,-0.3,ND,2023,January,oats
118,0.23,10.1,21.4,-1.3,ND,2023,February,oats
119,0.89,10.3,22.2,-1.6,ND,2023,March,oats
120,0.68,31.4,40.9,22.0,ND,2023,April,oats
121,2.52,60.4,73.3,47.5,ND,2023,May,oats
122,5.19,69.4,81.1,57.7,ND,2023,June,oats
123,0.63,66.7,79.5,54.0,ND,2023,July,oats
124,1.54,67.8,81.2,54.4,ND,2023,August,oats
125,3.09,61.4,73.8,48.9,ND,2023,September,oats
126,1.42,43.5,54.5,32.5,ND,2023,October,oats
127,0.01,29.1,39.0,19.3,ND,2023,November,oats
128,0.02,25.3,36.9,13.8,ND,2023,December,oats
129,1.17,,,,ND,2014,October,oats
130,2.97,,,,ND,2015,June,oats
131,3.69,,,,ND,2015,July,oats
132,1.64,,,,ND,2015,August,oats
133,1.76,,,,ND,2015,September,oats
134,,7.6,18.3,-3.0,ND,2013,January,oats
135,,13.9,24.1,3.8,ND,2013,February,oats
136,,11.5,22.7,0.3,ND,2013,March,oats
137,,28.0,38.0,18.0,ND,2013,April,oats
138,,53.7,64.3,43.2,ND,2013,May,oats
139,,64.9,74.8,55.0,ND,2013,June,oats
140,,67.9,77.7,58.1,ND,2013,July,oats
141,,68.1,79.7,56.5,ND,2013,August,oats
142,,61.7,73.2,50.2,ND,2013,September,oats
143,,41.0,50.8,31.1,ND,2013,October,oats
144,,23.7,33.4,14.0,ND,2013,November,oats
145,,0.5,9.3,-8.4,ND,2013,December,oats
146,,6.1,18.7,-6.6,ND,2014,January,oats
147,,0.9,11.5,-9.5,ND,2014,February,oats
148,,20.7,29.8,11.6,ND,2014,March,oats
149,,38.0,48.4,27.5,ND,2014,April,oats
150,,54.2,65.7,42.7,ND,2014,May,oats
151,,62.5,71.7,53.3,ND,2014,June,oats
152,,67.0,77.9,56.1,ND,2014,July,oats
153,,67.9,77.7,58.0,ND,2014,August,oats
154,,58.3,70.4,46.2,ND,2014,September,oats
155,,45.9,57.1,34.6,ND,2014,October,oats
156,,18.9,27.8,10.1,ND,2014,November,oats
157,,16.5,25.9,7.2,ND,2014,December,oats
158,,13.2,22.3,4.1,ND,2015,January,oats
159,,3.6,14.4,-7.3,ND,2015,February,oats
160,,31.4,42.4,20.5,ND,2015,March,oats
161,,43.9,56.3,31.6,ND,2015,April,oats
162,,53.6,65.2,42.0,ND,2015,May,oats
163,,65.6,77.4,53.9,ND,2015,June,oats
164,,70.4,81.9,59.0,ND,2015,July,oats
165,,68.0,81.5,54.4,ND,2015,August,oats
166,,60.7,74.2,47.1,ND,2015,September,oats
167,,47.4,58.2,36.6,ND,2015,October,oats
168,,32.1,42.0,22.2,ND,2015,November,oats
169,,20.2,28.2,12.2,ND,2015,December,oats
170,,13.0,21.0,5.1,ND,2016,January,oats
171,,24.6,33.5,15.6,ND,2016,February,oats
172,,35.7,46.7,24.7,ND,2016,March,oats
173,,42.3,52.9,31.6,ND,2016,April,oats
174,,58.0,70.5,45.5,ND,2016,May,oats
175,,65.8,77.1,54.5,ND,2016,June,oats
176,,69.3,79.7,58.8,ND,2016,July,oats
177,,68.1,81.4,54.8,ND,2016,August,oats
178,,58.1,69.3,46.8,ND,2016,September,oats
179,,44.6,54.0,35.1,ND,2016,October,oats
180,,38.6,48.9,28.3,ND,2016,November,oats
181,,8.5,16.3,0.7,ND,2016,December,oats
182,,9.1,17.8,0.4,ND,2017,January,oats
183,,16.4,25.2,7.6,ND,2017,February,oats
184,,23.1,31.6,14.6,ND,2017,March,oats
185,,43.8,54.5,33.0,ND,2017,April,oats
186,,56.1,68.2,44.0,ND,2017,May,oats
187,,64.1,75.2,53.0,ND,2017,June,oats
188,,71.2,83.9,58.4,ND,2017,July,oats
189,,65.6,79.1,52.1,ND,2017,August,oats
190,,58.3,70.2,46.4,ND,2017,September,oats
191,,43.7,56.6,30.8,ND,2017,October,oats
192,,24.0,34.3,13.7,ND,2017,November,oats
193,,14.0,23.7,4.3,ND,2017,December,oats
194,,10.0,20.6,-0.7,ND,2018,January,oats
195,,4.8,17.4,-7.7,ND,2018,February,oats
196,,24.3,33.8,14.8,ND,2018,March,oats
197,,34.0,46.7,21.3,ND,2018,April,oats
198,,60.8,75.5,46.0,ND,2018,May,oats
199,,68.1,79.8,56.5,ND,2018,June,oats
200,,69.2,81.5,56.7,ND,2018,July,oats
201,,68.1,83.0,53.1,ND,2018,August,oats
202,,52.6,63.6,41.7,ND,2018,September,oats
203,,38.2,49.3,27.2,ND,2018,October,oats
204,,21.6,28.8,14.4,ND,2018,November,oats
205,,17.7,27.7,7.7,ND,2018,December,oats
206,,6.4,16.5,-3.7,ND,2019,January,oats
207,,-5.0,5.3,-15.3,ND,2019,February,oats
208,,22.1,33.5,10.7,ND,2019,March,oats
209,,42.5,54.2,30.7,ND,2019,April,oats
210,,51.7,64.8,38.6,ND,2019,May,oats
211,,64.6,76.8,52.4,ND,2019,June,oats
212,,69.5,80.6,58.3,ND,2019,July,oats
213,,65.2,77.3,53.1,ND,2019,August,oats
214,,57.1,66.1,48.1,ND,2019,September,oats
215,,37.6,45.9,29.4,ND,2019,October,oats
216,,24.6,32.6,16.7,ND,2019,November,oats
217,,14.8,23.6,6.1,ND,2019,December,oats
218,,11.6,19.1,4.2,ND,2020,January,oats
219,,18.7,30.5,7.0,ND,2020,February,oats
220,,29.5,40.5,18.5,ND,2020,March,oats
221,,36.8,49.3,24.3,ND,2020,April,oats
222,,53.4,65.0,41.8,ND,2020,May,oats
223,,66.2,79.2,53.2,ND,2020,June,oats
224,,69.8,81.7,57.8,ND,2020,July,oats
225,,68.1,81.7,54.4,ND,2020,August,oats
226,,56.5,70.4,42.6,ND,2020,September,oats
227,,37.6,47.8,27.3,ND,2020,October,oats
228,,29.3,41.6,16.9,ND,2020,November,oats
229,,20.5,32.3,8.7,ND,2020,December,oats
230,,18.9,27.2,10.6,ND,2021,January,oats
231,,2.7,14.1,-8.6,ND,2021,February,oats
232,,35.1,49.5,20.6,ND,2021,March,oats
233,,40.3,54.9,25.7,ND,2021,April,oats
234,,52.8,67.4,38.1,ND,2021,May,oats
235,,68.2,82.9,53.5,ND,2021,June,oats
236,,73.4,87.3,59.4,ND,2021,July,oats
237,,67.3,80.9,53.7,ND,2021,August,oats
238,,61.1,76.3,45.8,ND,2021,September,oats
239,,47.6,59.8,35.4,ND,2021,October,oats
240,,31.0,41.6,20.5,ND,2021,November,oats
241,,8.4,19.1,-2.3,ND,2021,December,oats
242,,4.2,16.8,-8.4,ND,2022,February,oats
243,,24.4,34.4,14.5,ND,2022,March,oats
244,,33.6,42.2,24.9,ND,2022,April,oats
245,,54.4,65.3,43.5,ND,2022,May,oats
246,,65.2,77.4,53.0,ND,2022,June,oats
247,,70.4,81.6,59.1,ND,2022,July,oats
248,,69.7,82.3,57.2,ND,2022,August,oats
249,,60.6,74.3,46.9,ND,2022,September,oats
250,,44.3,56.9,31.6,ND,2022,October,oats
251,,22.5,32.5,12.4,ND,2022,November,oats
252,,5.0,13.6,-3.5,ND,2022,December,oats
253,,10.5,20.0,0.9,ND,2023,January,oats
254,,12.0,24.3,-0.4,ND,2023,February,oats
255,,13.3,26.0,0.7,ND,2023,March,oats
256,,35.0,45.3,24.6,ND,2023,April,oats
257,,61.6,74.6,48.6,ND,2023,May,oats
258,,70.8,82.7,58.9,ND,2023,June,oats
259,,67.0,79.7,54.4,ND,2023,July,oats
260,,67.5,79.9,55.2,ND,2023,August,oats
261,,61.4,74.4,48.5,ND,2023,September,oats
262,,42.4,52.5,32.4,ND,2023,October,oats
263,,30.3,39.5,21.3,ND,2023,November,oats
264,,25.9,36.8,15.0,ND,2023,December,oats
265,1.93,,,,SD,2013,June,oats
266,3.41,,,,SD,2013,July,oats
267,3.32,,,,ND,2014,May,oats
268,2.46,,,,ND,2014,June,oats
269,1.21,,,,ND,2014,July,oats
270,3.45,,,,ND,2014,August,oats
271,0.6,,,,ND,2014,September,oats
272,0.58,,,,ND,2014,October,oats
273,0.25,,,,ND,2015,January,oats
274,0.21,,,,ND,2015,March,oats
275,0.38,,,,ND,2015,April,oats
276,2.83,,,,ND,2015,June,oats
277,1.33,,,,ND,2015,August,oats
278,1.43,,,,ND,2015,September,oats
279,0.09,,,,ND,2015,October,oats
280,0.1,,,,ND,2015,December,oats
281,0.05,,,,ND,2016,January,oats
282,0.1,,,,ND,2016,February,oats
283,0.25,,,,ND,2016,March,oats
284,2.39,,,,ND,2016,April,oats
285,2.52,,,,ND,2016,May,oats
286,1.86,,,,ND,2016,June,oats
287,3.83,,,,ND,2016,July,oats
288,1.25,,,,ND,2016,August,oats
289,2.43,,,,ND,2016,September,oats
290,0.5,,,,ND,2016,October,oats
291,0.77,,,,ND,2016,November,oats
292,0.09,,,,ND,2017,February,oats
293,0.7,,,,ND,2017,April,oats
294,0.65,,,,ND,2017,May,oats
295,0.81,,,,ND,2017,June,oats
296,1.31,,,,ND,2017,July,oats
297,2.23,,,,ND,2017,August,oats
298,1.5,,,,ND,2017,September,oats
299,0.16,,,,ND,2017,October,oats
300,0.06,,,,ND,2017,December,oats
301,0.18,,,,ND,2018,January,oats
302,0.02,,,,ND,2018,February,oats
303,0.21,,,,ND,2018,March,oats
304,1.42,,,,ND,2018,May,oats
305,3.72,,,,ND,2018,June,oats
306,1.58,,,,ND,2018,July,oats
307,1.75,,,,ND,2018,August,oats
308,1.07,,,,ND,2018,September,oats
309,0.84,,,,ND,2018,October,oats
310,0.37,,,,ND,2018,December,oats
311,0.91,,,,ND,2019,April,oats
312,0.97,,,,ND,2019,May,oats
313,3.49,,,,ND,2019,June,oats
314,3.05,,,,ND,2019,July,oats
315,2.16,,,,ND,2019,August,oats
316,6.26,,,,ND,2019,September,oats
317,1.8,,,,ND,2019,October,oats
318,0.19,,,,ND,2020,January,oats
319,2.13,,,,ND,2020,May,oats
320,1.25,,,,ND,2020,June,oats
321,2.22,,,,ND,2020,July,oats
322,1.8,,,,ND,2020,August,oats
323,0.04,,,,ND,2021,March,oats
324,0.6,,,,ND,2021,April,oats
325,1.1,,,,ND,2021,May,oats
326,1.53,,,,ND,2021,June,oats
327,0.96,,,,ND,2021,July,oats
328,2.15,,,,ND,2021,August,oats
329,0.43,,,,ND,2021,September,oats
330,3.57,,,,ND,2021,October,oats
331,0.18,,,,ND,2021,November,oats
332,3.02,,,,SD,2022,April,oats
333,2.78,,,,SD,2022,May,oats
334,3.65,,,,SD,2022,June,oats
335,6.09,,,,SD,2022,July,oats
336,1.03,,,,SD,2022,August,oats
337,1.01,,,,SD,2022,September,oats
338,0.2,,,,SD,2023,January,oats
339,0.82,,,,SD,2023,February,oats
340,2.2,,,,SD,2023,March,oats
341,0.65,,,,SD,2023,April,oats
342,4.36,,,,SD,2023,June,oats
343,4.87,,,,SD,2023,August,oats
344,1.91,,,,SD,2023,September,oats
345,0.31,6.7,17.0,-3.6,ND,2013,January,oats
346,1.0,12.1,22.1,2.1,ND,2013,February,oats
347,1.84,11.1,22.6,-0.4,ND,2013,March,oats
348,0.4,27.0,37.0,17.1,ND,2013,April,oats
349,4.08,53.3,63.7,42.9,ND,2013,May,oats
350,3.47,64.8,73.8,55.7,ND,2013,June,oats
351,4.58,68.1,77.9,58.2,ND,2013,July,oats
352,1.39,67.7,79.5,55.9,ND,2013,August,oats
353,1.46,61.0,73.3,48.6,ND,2013,September,oats
354,2.82,40.9,51.4,30.4,ND,2013,October,oats
355,0.35,23.2,33.7,12.7,ND,2013,November,oats
356,0.99,1.5,11.0,-8.0,ND,2013,December,oats
357,0.51,3.2,15.9,-9.5,ND,2014,January,oats
358,0.41,0.8,12.1,-10.5,ND,2014,February,oats
359,0.24,18.8,28.6,9.1,ND,2014,March,oats
360,2.13,36.6,47.3,26.0,ND,2014,April,oats
361,1.87,53.6,64.7,42.4,ND,2014,May,oats
362,4.76,62.7,71.9,53.4,ND,2014,June,oats
363,1.69,66.9,77.5,56.3,ND,2014,July,oats
364,3.84,67.8,78.2,57.3,ND,2014,August,oats
365,0.69,57.9,70.4,45.3,ND,2014,September,oats
366,1.24,45.6,57.5,33.6,ND,2014,October,oats
367,0.59,19.2,28.8,9.6,ND,2014,November,oats
368,0.01,14.7,24.2,5.3,ND,2014,December,oats
369,0.71,12.3,22.1,2.5,ND,2015,January,oats
370,0.58,1.9,13.2,-9.4,ND,2015,February,oats
371,0.56,29.2,40.2,18.2,ND,2015,March,oats
372,0.59,43.1,55.8,30.5,ND,2015,April,oats
373,4.0,53.1,64.9,41.4,ND,2015,May,oats
374,4.0,65.7,77.3,54.2,ND,2015,June,oats
375,2.21,70.2,81.4,59.1,ND,2015,July,oats
376,2.13,67.5,81.5,53.5,ND,2015,August,oats
377,3.79,60.0,74.3,45.7,ND,2015,September,oats
378,1.14,47.5,59.1,35.9,ND,2015,October,oats
379,0.35,32.1,42.3,21.9,ND,2015,November,oats
380,0.73,19.8,28.1,11.5,ND,2015,December,oats
381,0.33,12.1,21.0,3.1,ND,2016,January,oats
382,0.55,23.8,32.6,15.1,ND,2016,February,oats
383,0.63,34.1,45.7,22.4,ND,2016,March,oats
384,2.18,41.1,52.0,30.2,ND,2016,April,oats
385,1.93,57.6,70.3,45.0,ND,2016,May,oats
386,2.87,65.8,77.2,54.4,ND,2016,June,oats
387,2.63,68.5,79.0,58.0,ND,2016,July,oats
388,1.19,67.9,81.9,53.9,ND,2016,August,oats
389,2.39,57.1,69.5,44.7,ND,2016,September,oats
390,1.54,44.6,54.5,34.6,ND,2016,October,oats
391,1.53,38.1,49.2,27.1,ND,2016,November,oats
392,2.04,7.3,15.5,-0.9,ND,2016,December,oats
393,0.67,8.9,17.1,0.8,ND,2017,January,oats
394,0.5,15.7,25.5,5.9,ND,2017,February,oats
395,0.66,21.4,30.6,12.2,ND,2017,March,oats
396,0.66,42.8,53.9,31.7,ND,2017,April,oats
397,0.64,55.4,67.9,42.9,ND,2017,May,oats
398,2.43,63.9,75.4,52.3,ND,2017,June,oats
399,1.24,71.0,83.4,58.5,ND,2017,July,oats
400,2.57,65.2,79.1,51.3,ND,2017,August,oats
401,2.06,57.7,70.7,44.7,ND,2017,September,oats
402,0.02,43.6,56.9,30.2,ND,2017,October,oats
403,0.38,23.3,33.7,12.8,ND,2017,November,oats
404,0.3,14.1,24.2,4.1,ND,2017,December,oats
405,0.31,9.0,20.7,-2.5,ND,2018,January,oats
406,0.24,2.9,15.7,-9.9,ND,2018,February,oats
407,1.18,23.8,34.0,13.6,ND,2018,March,oats
408,0.01,32.7,45.4,20.1,ND,2018,April,oats
409,1.74,60.5,74.4,46.5,ND,2018,May,oats
410,7.0,68.2,79.8,56.6,ND,2018,June,oats
411,1.91,69.1,81.4,56.7,ND,2018,July,oats
412,1.26,67.3,82.6,52.0,ND,2018,August,oats
413,1.34,52.6,64.7,40.5,ND,2018,September,oats
414,1.39,37.4,49.0,25.9,ND,2018,October,oats
415,0.84,21.5,29.3,13.8,ND,2018,November,oats
416,1.0,17.2,27.3,7.1,ND,2018,December,oats
417,0.43,5.0,14.8,-4.8,ND,2019,January,oats
418,1.3,-6.2,4.4,-16.7,ND,2019,February,oats
419,0.0,19.4,31.6,7.2,ND,2019,March,oats
420,1.24,41.7,53.8,29.5,ND,2019,April,oats
421,0.86,51.0,64.1,37.9,ND,2019,May,oats
422,4.77,64.0,75.8,52.2,ND,2019,June,oats
423,2.41,69.2,80.4,58.1,ND,2019,July,oats
424,2.98,65.2,77.7,52.7,ND,2019,August,oats
425,7.0,56.9,66.7,47.1,ND,2019,September,oats
426,2.23,37.0,45.6,28.5,ND,2019,October,oats
427,0.76,24.7,32.6,16.8,ND,2019,November,oats
428,0.27,14.5,23.6,5.4,ND,2019,December,oats
429,0.44,9.9,17.6,2.3,ND,2020,January,oats
430,0.01,16.8,28.1,5.5,ND,2020,February,oats
431,0.42,28.7,39.8,17.5,ND,2020,March,oats
432,0.45,36.4,48.5,24.4,ND,2020,April,oats
433,1.24,53.3,64.9,41.6,ND,2020,May,oats
434,5.39,66.5,79.2,53.8,ND,2020,June,oats
435,4.41,69.9,81.6,58.2,ND,2020,July,oats
436,1.8,68.4,82.0,54.7,ND,2020,August,oats
437,0.34,56.7,71.0,42.4,ND,2020,September,oats
438,0.44,37.7,48.3,27.0,ND,2020,October,oats
439,0.17,28.4,40.7,16.1,ND,2020,November,oats
440,0.13,19.8,31.1,8.6,ND,2020,December,oats
441,0.29,18.2,27.2,9.2,ND,2021,January,oats
442,0.17,2.4,14.1,-9.3,ND,2021,February,oats
443,0.01,34.0,49.1,18.9,ND,2021,March,oats
444,0.24,38.3,53.2,23.4,ND,2021,April,oats
445,0.56,52.5,67.3,37.7,ND,2021,May,oats
446,3.03,68.2,82.4,54.0,ND,2021,June,oats
447,0.45,73.6,87.5,59.7,ND,2021,July,oats
448,4.02,67.1,80.9,53.3,ND,2021,August,oats
449,1.45,60.3,76.5,44.0,ND,2021,September,oats
450,2.37,47.8,60.8,34.8,ND,2021,October,oats
451,0.33,30.3,41.1,19.5,ND,2021,November,oats
452,0.26,9.2,20.7,-2.3,ND,2021,December,oats
453,0.19,,,,ND,2022,January,oats
454,0.11,0.9,10.8,-8.8,ND,2022,February,oats
455,0.06,23.3,33.2,13.5,ND,2022,March,oats
456,2.35,,,,ND,2022,October,oats
457,0.12,,,,ND,2023,November,oats
458,0.05,,,,SD,2013,January,oats
459,0.02,,,,SD,2013,February,oats
460,0.24,,,,SD,2013,March,oats
461,1.29,,,,SD,2013,April,oats
462,7.54,,,,SD,2013,May,oats
463,2.53,,,,SD,2013,June,oats
464,3.7,,,,SD,2013,July,oats
465,3.36,,,,SD,2013,August,oats
466,4.03,,,,SD,2013,September,oats
467,5.72,,,,SD,2013,October,oats
468,0.47,,,,SD,2013,December,oats
469,0.4,,,,SD,2014,January,oats
470,1.47,,,,SD,2014,April,oats
471,2.53,,,,SD,2014,May,oats
472,6.89,,,,SD,2014,June,oats
473,5.17,,,,SD,2014,August,oats
474,1.0,,,,SD,2014,September,oats
475,0.55,,,,SD,2014,October,oats
476,0.36,,,,SD,2014,December,oats
477,0.24,,,,SD,2015,January,oats
478,0.98,,,,SD,2015,April,oats
479,7.08,,,,SD,2015,May,oats
480,4.89,,,,SD,2015,June,oats
481,1.85,,,,SD,2015,July,oats
482,0.85,,,,SD,2015,August,oats
483,0.0,,,,SD,2015,September,oats
484,1.49,,,,SD,2015,October,oats
485,0.0,,,,SD,2015,November,oats
486,0.28,,,,SD,2015,December,oats
487,0.02,,,,SD,2016,January,oats
488,0.43,,,,SD,2016,February,oats
489,0.53,,,,SD,2016,March,oats
490,4.55,,,,SD,2016,April,oats
491,1.3,,,,SD,2016,May,oats
492,1.84,,,,SD,2016,June,oats
493,2.53,,,,SD,2016,July,oats
494,1.47,,,,SD,2016,August,oats
495,0.75,,,,SD,2016,September,oats
496,1.09,,,,SD,2016,October,oats
497,0.7,,,,SD,2016,November,oats
498,1.17,,,,SD,2016,December,oats
499,0.3,,,,SD,2017,January,oats
500,0.02,,,,SD,2017,February,oats
501,0.82,,,,SD,2017,March,oats
502,1.48,,,,SD,2017,April,oats
503,0.6,,,,SD,2017,May,oats
504,0.63,,,,SD,2017,June,oats
505,2.25,,,,SD,2017,July,oats
506,2.61,,,,SD,2017,August,oats
507,1.17,,,,SD,2017,September,oats
508,0.37,,,,SD,2017,December,oats
509,0.05,,,,SD,2018,January,oats
510,0.35,,,,SD,2018,February,oats
511,0.94,,,,SD,2018,March,oats
512,1.77,,,,SD,2018,April,oats
513,3.45,,,,SD,2018,May,oats
514,1.79,,,,SD,2018,June,oats
515,1.0,,,,SD,2018,August,oats
516,2.37,,,,SD,2018,September,oats
517,0.94,,,,SD,2018,October,oats
518,0.79,,,,SD,2018,November,oats
519,0.43,,,,SD,2018,December,oats
520,1.14,,,,SD,2019,February,oats
521,0.47,,,,SD,2019,March,oats
522,2.13,,,,SD,2019,April,oats
523,4.34,,,,SD,2019,May,oats
524,2.89,,,,SD,2019,June,oats
525,5.37,,,,SD,2019,September,oats
526,3.88,,,,SD,2019,October,oats
527,0.6,,,,SD,2019,December,oats
528,0.58,,,,SD,2020,January,oats
529,0.54,,,,SD,2020,April,oats
530,1.41,,,,SD,2020,May,oats
531,4.7,,,,SD,2020,June,oats
532,3.99,,,,SD,2020,July,oats
533,2.78,,,,SD,2020,August,oats
534,1.0,,,,SD,2020,September,oats
535,1.29,,,,SD,2020,October,oats
536,0.0,,,,SD,2020,November,oats
537,0.03,,,,SD,2020,December,oats
538,0.0,,,,SD,2021,March,oats
539,0.11,,,,SD,2021,April,oats
540,3.75,,,,SD,2021,May,oats
541,3.73,,,,SD,2021,June,oats
542,2.74,,,,SD,2021,July,oats
543,2.85,,,,SD,2021,August,oats
544,0.11,,,,SD,2021,September,oats
545,4.75,,,,SD,2021,October,oats
546,0.14,,,,SD,2021,November,oats
